-617.376,-462.214,-8.29223,-698.354,-624.499,0.0,-748.005,-572.088,-149.407,-593.897,-414.959,7.72271,54.4322,0.4,
-733.412,-633.128,-10.2536,999,999,999,-787.675,-758.481,-143.363,-693.102,-567.934,1.67928,54.4322,1.0,
-744.418,-794.724,-11.0,-741.765,-761.547,-10.4501,-776.845,-796.749,-131.276,-695.429,-756.445,-10.4076,54.4322,1.0,
-739.436,-851.153,-11.3394,999,999,999,-787.427,-874.072,-132.787,-677.602,-793.099,-8.89674,54.4322,0.3,
-726.182,-913.488,-10.9849,-726.708,-753.491,-10.9849,-761.192,-1014.49,-193.222,-623.014,-870.004,51.5376,54.4322,1.0,
-613.865,-1020.06,-13.2751,999,999,999,-651.31,-1079.74,-113.146,-545.55,-970.955,-28.5379,54.4322,0.2,
-489.848,-1038.44,-10.4093,-524.101,-1049.13,-10.4093,-560.658,-1094.85,-129.765,-340.073,-1007.22,-11.9185,54.4322,0.4,
-304.273,-1047.67,-10.9501,999,999,999,-355.181,-1106.93,-156.961,-258.486,-995.129,15.277,54.4322,1.0,
-221.335,-1120.69,-11.3394,-284.531,-972.091,-11.3394,-270.573,-1182.48,-158.472,-110.422,-1031.39,16.7879,54.4322,0.3,
-154.648,-1194.33,-10.2322,999,999,999,-213.161,-1273.13,-144.874,-107.401,-1173.41,3.19014,54.4322,0.4,
-147.448,-1314.81,-7.28709,-174.159,-1366.06,-7.28708,-213.161,-1387.95,-146.385,-98.3354,-1267.08,4.701,54.4322,0.5,
-147.214,-1429.71,-6.29088,-171.003,-1319.05,-34.2209,-192.009,-1523.93,-226.46,-68.1182,-1369.82,84.7765,54.4322,1.0,
-65.1954,-1571.41,-7.99048,999,999,999,-158.77,-1644.8,-223.439,1.38132,-1514.86,81.7548,54.4322,1.0,
35.6539,-1631.14,-5.06025,195.264,-1642.3,-5.06023,-10.7056,-1723.36,-147.896,161.532,-1596.45,6.21181,54.4322,1.0,
177.06,-1665.09,-3.32281,211.416,-1663.25,-3.3228,152.467,-1705.23,-262.721,279.379,-1632.71,121.037,54.4322,1.0,
326.672,-1642.09,-2.54391,999,999,999,270.314,-1696.17,-203.798,424.422,-1523.93,62.1136,54.4322,1.0,
388.374,-1473.68,-5.87965,441.118,-1320.23,-5.87963,339.814,-1526.95,-241.569,427.444,-1318.45,99.8851,54.4322,0.5,
390.636,-1291.14,-1.9837,401.797,-1131.53,-1.98367,309.597,-1321.47,-212.863,463.704,-1215.71,71.1788,54.4322,0.2,
387.616,-1117.77,-3.99523,999,999,999,324.705,-1218.74,-178.113,460.682,-1046.5,36.429,54.4322,1.0,
386.899,-1028.58,-5.72827,417.435,-959.868,-5.72824,330.749,-1058.58,-229.482,466.726,-901.456,87.7982,54.4322,0.5,
489.684,-883.418,-9.66526,576.281,-868.272,-9.66525,430.465,-955.847,-167.537,563.421,-750.37,25.853,54.4322,1.0,
613.528,-776.839,-10.2622,999,999,999,542.269,-850.086,-345.818,675.224,-711.087,204.134,54.4322,1.0,
741.111,-761.943,-19.501,751.546,-768.307,-18.4951,657.094,-831.956,-200.776,802.137,-708.066,59.0919,54.4322,0.3,
865.726,-729.376,-19.1463,906.451,-686.617,-19.1463,796.093,-801.739,-256.678,947.179,-590.219,114.994,54.4322,1.0,
904.559,-566.614,-20.2364,904.559,-406.703,-21.772,856.528,-596.262,-226.46,953.223,-535.828,84.7765,54.4322,0.3,
914.99,-481.434,-18.1484,913.422,-452.023,-18.1484,847.462,-538.849,-185.667,950.201,-424.024,43.9833,54.4322,1.0,
902.832,-387.634,-17.9331,937.426,-366.189,-17.9331,865.593,-424.024,-199.265,941.136,-345.46,57.5811,54.4322,1.0,
905.234,-314.152,-16.475,999,999,999,856.528,-351.503,-155.45,956.244,-254.808,13.7661,54.4322,0.7,
857.434,-244.771,-18.579,836.878,-160.164,-25.7662,711.485,-257.83,-163.004,923.005,-49.3313,21.3204,54.4322,0.4,
660.279,-92.4646,-12.6907,999,999,999,554.356,-170.2,-320.134,714.507,-22.1358,178.45,54.4322,0.4,
510.447,-121.049,-11.3937,484.915,-147.444,0.0,433.487,-245.743,-271.786,557.377,-58.3964,130.102,54.4322,0.4,
394.204,-165.32,-7.27216,348.698,-191.156,-15.4806,312.618,-236.678,-181.135,436.509,-133.939,39.4507,54.4322,0.6,
221.081,-165.709,-8.92459,298.145,-171.962,-9.08055,209.88,-215.526,-158.472,318.662,-149.048,16.7879,54.4322,1.0,
164.318,-187.214,-11.2867,999,999,999,85.9894,-269.917,-208.33,215.923,-133.939,66.6462,54.4322,0.5,
7.58056,-327.768,-10.9177,999,999,999,-92.292,-490.502,-188.689,95.0545,-215.526,47.005,54.4322,1.0,
-144.037,-457.079,-10.1613,999,999,999,-198.052,-505.611,-312.579,-86.2486,-399.851,170.895,54.4322,0.7,
-293.854,-460.587,-11.222,999,999,999,-385.399,-529.784,-291.427,-195.03,-402.872,149.743,54.4322,0.3,
-444.511,-460.613,-11.362,999,999,999,-605.984,-538.85,-338.264,-382.377,-421.003,196.58,54.4322,0.3,
;
