//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj					Dir						Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1	  RGB1			Alpha2	  RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	15 15 15			100 100 100				255 255 255				9 11 13				14 18 20			0 0 0			0 0 0			-0.1		1.4		0.8			200 150 255			400.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 1AM 
	15 15 15			100 100 100				255 255 255				9 11 13				14 18 20			0 0 0			0 0 0			-0.1		1.4		0.8			200 150 255			400.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 2AM 
	15 15 15			100 100 100				255 255 255				9 11 13				14 18 20			0 0 0			0 0 0			-0.1		1.4		0.8			200 150 255			400.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 3AM 
	15 15 15			100 100 100				255 255 255				9 11 13				14 18 20			0 0 0			0 0 0			-0.1		1.4		0.8			200 150 255			400.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 4AM 
	17 17 17			100 100 100				255 255 255				9 11 13				14 18 20			0 0 0			0 0 0			-0.1		1.3		0.8			200 150 255			400.0		20.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 5AM 
	20 20 20			100 100 100				255 255 255				15 18 20			30 36 40			255 194 139				255 194 139				-0.1		0.8		0.8			200 150 255			400.0		10.0		0.8			25 20 15			30 25 18			87 87 87 255			70 70 70 70			70 70 70 70			0	255	0	1.00		
// 6AM 
	81 60 40			211 170 133				255 255 255				58 77 101			222 138 84			255 194 139				255 194 139				6.0		0.8		0.5			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			232 178 144 250			70 70 70 70			70 70 70 70			0	255	0	1.50		
// 7AM 
	70 60 50			176 156 134				255 255 255				61 96 155			255 194 139				255 194 139				255 194 139				6.0		0.7		0.3			220 0 255			800.0		20.0		-0.1			50 50 50			255 194 139			225 184 158 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 8AM 
	80 75 70			180 175 170				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 9AM 
	80 80 80			200 200 200				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 10AM 
	80 80 80			200 200 200				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 11AM 
	80 80 80			200 200 200				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// Midday 
//	Amb					Amb_Obj					Dir						Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1	  RGB1			Alpha2	  RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	80 80 80			200 200 200				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 1PM 
	80 80 80			200 200 200				255 255 255				89 126 187			146 194 231				255 255 255				255 255 255				5.0		0.7		0.3			230 0 255			800.0		20.0		-0.1			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	2.00		
// 2PM 
